pH,temperatura,oxigeno_disuelto,conductividad,turbidez,solidos_disueltos_totales,nitratos,fosfatos,cloruros,sulfatos,coliformes,caudal,mes,calidad_agua
7.249080237694725,14.628323220965491,6.61705683735906,603.6217965253388,57.62759195007568,575.5448641942095,6.48256954077822,0.1939972736444373,185.66162250790097,275.8018431927546,182,1.7546109314045188,2,0
8.401428612819831,23.54752368445895,6.469787990719999,678.0088383148234,80.73780060069865,631.4049615625149,1.7238636210516622,0.9338626411556467,178.07509101501938,167.10093490945945,863,7.014956631367385,6,0
7.96398788362281,31.823645896910207,13.062545805210366,350.2807392754994,76.25593204922575,898.1831752415262,8.72394563354815,4.156229025449712,42.02346569257226,222.9748761141036,547,7.824567376112731,7,0
7.697316968394073,28.30562216023903,6.4954619984950615,574.9244597641994,16.236090564683593,538.0030702419244,6.131162390692415,3.8338417816916786,232.19165312833402,142.0935234323246,881,3.3681067987668873,3,0
6.812037280884873,30.164028696536242,6.71949726128631,543.0475898862492,15.775697504405917,908.75477936852,1.5720388355695425,1.7532134572857343,150.7486064960685,196.40968171188268,36,3.2907449866887943,4,1
6.8119890406724055,26.469584167767934,11.593982624179638,699.6982260729626,27.54926240674642,361.69410168368404,9.623380574812067,1.8840531388710624,103.65686986120737,115.36126247791323,13,5.6222465439705545,12,0
6.616167224336399,27.306914112946313,8.4973984245054,743.6522362887563,36.746397907762685,843.7589060460415,5.183654633353206,2.667772167767897,194.00387420392053,104.3245255399247,922,8.62673469427216,3,0
8.232352291549871,31.229891289132983,11.767105569551813,207.29406288643207,41.43710255943978,893.2833431383154,0.72898451871655,0.0012050234256727466,79.19405543237583,181.90434012746383,634,2.3166713989434573,7,0
7.702230023486417,16.241700221479647,4.653661575643852,604.4119514352756,68.29002446650118,427.27235698613714,6.268329044150672,1.2062216801901393,179.50726252065368,159.4763087715145,594,9.418456140819787,7,0
7.9161451555920905,22.235624091078513,8.875711936733843,231.10147947183742,6.611362784417705,601.2425726605403,2.5319890701281023,1.0411590430410722,29.13357774161686,182.2701833619947,158,6.031274979719071,4,1
6.541168988591605,15.530236045490057,4.336136001832826,529.3151990464136,4.432597718380572,415.8498422645589,8.036934518773025,1.2524147337488172,213.06384865013254,100.26496276036643,493,9.922052066387534,7,0
8.43981970432399,34.69170019991617,4.626532034553545,372.5796374262069,39.79914573144699,794.6228902959524,8.178220735661906,4.029529212667207,123.07929481490325,122.74819290875867,328,0.9871758675536941,5,0
8.164885281600844,33.60148349216533,13.06437453344411,384.0659597132847,70.01920552166007,674.7434376431597,9.789473558546618,1.3983692827322158,166.4393703023266,43.49142897609461,613,1.352965151416915,1,0
6.924678221356553,10.985670284212647,5.392453711175952,411.7751020714139,20.150098952691774,744.7263426958248,5.018695310245037,0.9576066102507408,70.88469855553724,34.6373842362176,848,8.283753856763479,10,0
6.863649934414202,27.63937931289221,9.32420682275217,572.7754694297661,64.50894364436891,437.5408768693478,4.549568797277371,2.5213173039651577,175.72695391144302,90.96799630844455,82,8.661083366478108,4,0
6.866809019706867,33.13120793539164,8.110956026007067,400.42997940126156,26.722985656089648,448.22210343669366,7.534756054464806,4.32822518186366,197.61526345545363,40.78912061255281,555,4.510041014872246,7,0
7.1084844859190754,14.514383628183339,7.4734332625884266,639.6194303541682,88.72252477253812,329.04812785693446,1.3247065634192656,1.2067485191874994,128.8390329834117,49.056918417727395,579,7.169304643809116,2,0
7.549512863264476,24.198630763815736,12.998333456872725,442.7164313443218,89.67330448239504,525.4472746370109,5.469155137931242,0.39268121396399347,162.07719253421268,247.61995351030237,559,8.68881714571083,2,0
7.363890037284231,32.887207439701044,4.218233967754895,241.01192018597516,30.43143322385132,691.8212629335725,5.462476001308509,1.7820236792483235,124.95496247915167,30.884635164673004,568,0.5269651033664039,1,0
7.082458280396084,10.848649464644971,10.637896861755891,670.2559054904643,23.76938164236081,900.5544397981301,0.8947312281038722,3.738259122824889,225.64101492930448,204.50398230172797,586,5.78210918763326,2,0
7.723705789444759,27.435506681171,13.633944342135504,371.4549947556236,41.719093234556894,766.8492132210765,4.179840855069136,2.753452723473973,134.5099115182934,96.31616966831214,21,8.549458598612247,10,1
6.778987721304084,17.43372518431377,9.60168183461842,459.66012775955755,24.812626932834725,604.777426379826,8.532847985672019,4.0839668478717375,213.61600307662835,264.03279059827537,131,4.041733951389272,8,0
7.084289297070436,33.10990488441326,13.368224620330919,611.2663299331409,67.56600048587866,967.1840800758964,8.561536219946603,4.79796073804617,204.31097340215717,155.79783968169988,464,3.093597700513026,11,0
7.232723686587383,34.27645612913419,4.522578792860237,399.4736942892272,82.78040377028027,803.4716404030823,0.99237664919681,3.963312383758085,114.416108910122,105.56140861179121,455,7.977496182438892,8,0
7.412139968434072,33.60666222783585,8.187933190741614,233.95139368802938,67.63612096021048,951.115642003785,0.9072088274783086,3.019015394218767,72.91943312721926,164.93890199304167,301,3.4242871766780785,8,0
8.070351922786028,21.855355416436595,6.601577909620511,424.35262820768816,82.6106942776856,669.311581290516,2.6269547700193527,2.4667079402619025,113.39889048874733,126.94824533267527,954,0.1314255520265818,1,0
6.899347564316719,31.551066274732836,11.308209649807297,766.6691496165821,40.30222405853994,481.2329923551977,8.747660625539934,0.20034543174133335,210.02999642830062,178.00429810755247,929,9.59976861752775,1,0
7.528468876827223,31.11373496337676,13.812970904972467,585.0406383791349,16.475380100177226,336.9786804553054,1.2890258507349894,4.921609894070206,72.35548323846024,52.069203131377506,266,5.962020039875083,12,1
7.684829137724085,17.97751183108139,6.565300624442478,602.8874892003241,74.05714379236163,808.2593960386953,7.199968026274463,1.9174056128752126,140.62035954728236,299.15734078751433,798,8.213227395229705,10,0
